        ra        dec
258.352370  32.678310
258.370930  32.681904
258.799060  31.849794
258.863600  31.717573
258.863600  31.717573
258.908180  31.744678
258.908180  31.744678
259.193470  31.472868
259.193470  31.472868
259.063040  31.373495
259.063040  31.373495
259.258370  31.316219
259.258370  31.316219
259.400440  30.893830
259.400440  30.893830
259.791020  30.472572
259.791020  30.472572
259.707360  30.391614
259.781930  30.410244
259.781930  30.410244
260.091390  29.809880
260.158100  29.686805
260.158100  29.686805
183.301840   5.921528
183.194120   5.917014
184.217730   5.990558
184.287670   5.885217
254.017160  38.963971
254.062780  38.859490
254.272070  38.738190
254.361180  38.312862
254.525520  38.393082
253.869650  40.062359
253.857650  39.826114
254.130570  39.447876
254.311820  39.523281
254.206000  39.419625
254.282650  39.416488
254.300170  39.303975
254.443680  39.231289
254.471640  39.097750
254.668420  38.988575
255.103160  38.354298
255.258710  38.208076
354.548780  -0.990617
357.008960  -0.943961
357.101070  -0.975908
357.543170  -1.016822
357.766840  -0.998506
160.613390   4.366497
160.627290   4.524694
160.735810   4.552829
160.851870   4.482269
161.129980   4.389327
161.240400   4.515461
161.449980   4.547956
162.248280   4.534134
162.272970   4.596757
162.700840   4.574778
163.006550   4.489558
163.268670   4.493313
163.240820   4.516898
150.411390   4.422211
150.798990   4.482607
151.224690   4.407403
152.401760   4.604706
152.401760   4.604706
152.723370   4.480980
154.100270   4.554109
154.546290   4.573498
154.634290   4.549624
154.871960   4.618218
155.629960   4.582430
155.527310   4.671665
155.804460   4.594100
140.110010  53.196314
140.189900  53.379715
140.315210  53.358559
140.589250  53.606912
140.741680  53.576907
140.899390  53.601895
141.151360  53.872308
141.161660  53.887183
141.335100  53.801169
141.271780  53.959530
141.581480  53.879395
141.579140  53.879543
141.882110  54.003127
141.886440  54.231024
141.886440  54.231024
142.194750  54.302151
142.253870  54.326420
142.270410  54.325171
142.903740  54.483879
142.764180  54.619542
142.826660  54.584891
143.030430  54.536948
143.157980  54.616154
143.892860  54.997621
144.190190  55.008809
144.262070  55.065570
  1.107395  -9.981779
  1.488163 -10.099499
  1.588856 -10.070180
  1.797513 -10.002808
  2.070003 -10.127161
  2.276607 -10.062303
  2.722476 -10.060701
  2.765095 -10.037383
  2.803698 -10.022888
  2.818556 -10.024110
  2.880023 -10.043861
  3.045966 -10.003291
  3.230713 -10.080866
  3.456039 -10.072077
  3.990224 -10.152798
  4.304996 -10.092200
  4.295742 -10.147115
  4.945243 -10.102065
  5.301033 -10.068291
  5.363829 -10.095757
  5.328111 -10.060652
  5.508809 -10.128915
  6.058974 -10.109183
  6.132219 -10.156762
  6.522585 -10.179503
  6.550219 -10.027402
139.288040  52.255108
128.364220  46.127789
128.681730  46.242748
128.816070  46.595675
129.059010  46.501964
128.919390  46.655572
129.168070  46.669728
129.203500  46.749697
129.428400  46.857560
129.615710  47.175752
129.615090  47.176665
129.762320  47.132316
129.760400  47.137201
130.189280  47.356975
130.437090  47.594432
130.481230  47.704248
130.802960  47.956921
131.295290  48.209001
131.554110  48.348354
131.629150  48.302549
131.547110  48.371398
131.624610  48.349847
131.507630  48.470480
131.628590  48.448637
131.666950  48.404717
131.511840  48.508400
144.766980   3.702006
144.800640   3.771190
144.973430   3.813947
145.192870   3.658386
145.588250   3.859763
145.812600   3.751644
146.170280   3.780087
146.433020   3.816755
146.959320   3.765032
147.310430   3.784984
147.629620   3.769970
147.873710   3.952058
148.134690   4.003621
148.193030   3.952028
148.546810   3.924021
148.602990   4.007527
148.633240   3.926173
148.847460   3.881261
149.329060   4.040475
149.498620   4.023742
149.507950   3.879166
149.926890   4.015085
149.984920   4.077939
150.216460   3.943328
150.217820   3.917296
150.578270   4.059504
 42.415539  -1.197594
 42.787995  -1.220785
 43.121324  -1.139465
 43.121324  -1.139465
 43.070456  -1.126984
 43.602854  -1.100796
 43.809644  -1.241303
 44.435242  -1.240204
 44.465754  -1.243604
 44.465754  -1.243604
 44.538645  -1.168438
 44.760332  -1.116555
 44.760332  -1.116555
 44.884488  -1.083633
 35.196792   0.842045
 35.616711   0.858552
 35.616711   0.858552
 35.717789   0.871929
 35.717789   0.871929
 35.955196   0.882324
 35.955196   0.882324
 35.955196   0.882324
 35.955196   0.882324
 35.955196   0.882324
 43.827847  -0.141393
 43.945472  -0.104160
142.428790  58.774018
143.746440  59.323058
144.131730  59.399886
144.133030  59.405177
144.061750  59.387495
144.097500  59.415837
144.109710  59.417047
144.155770  59.412873
144.545650  59.746192
145.088340  59.904831
145.560730  59.994533
145.758810  60.142411
146.207280  60.224419
146.218020  60.303366
146.643770  60.303581
146.421740  60.396585
134.172170  52.371940
134.570200  52.559452
134.807350  52.605680
134.844890  52.699730
135.174340  52.903912
135.337500  53.024480
135.652030  53.195115
136.412370  53.639638
137.025780  54.001985
137.934260  54.268373
343.623900  -0.897427
343.657820  -0.938595
344.223790  -0.979048
344.439120  -0.907121
166.410540  49.895060
166.728120  49.890634
167.150020  49.937183
167.297870  50.004003
167.438610  50.024737
168.113300  50.096000
168.469860  50.185145
168.997400  50.305346
169.277360  50.288178
170.378180  50.367572
172.366500  50.757113
172.621940  50.765252
172.705310  50.695048
172.693720  50.769637
173.591760  50.793302
173.816300  50.735878
339.762780  -0.994900
332.662550  -0.970745
174.171730  50.859136
174.174960  50.876190
174.629080  50.895786
175.192590  50.983069
214.066240   2.465690
214.127430   2.528021
214.447040   2.575896
215.336340   2.426119
215.357520   2.369449
215.582450   2.439776
215.638100   2.526705
215.831570   2.393911
215.849010   2.564459
215.941240   2.411054
215.815560   2.401350
206.274980   3.029991
206.316000   2.968309
206.425260   3.143575
206.425050   3.080461
206.897160   3.053253
207.586730   3.142464
208.519990   3.045192
209.220020   3.103163
209.307470   2.911617
210.652350   3.011861
211.332190   2.970602
211.597870   2.906269
212.537830   2.943607
212.732460   2.852318
212.732370   2.877127
260.374310  29.416662
260.554940  29.163767
260.844320  28.713792
261.316290  28.002970
256.825470  29.864150
257.249800  29.416867
258.031520  28.429282
258.549550  27.642740
259.035950  27.027069
255.999320  31.824802
256.099090  31.869635
256.433310  31.413797
257.473690  29.906516
257.759660  29.619708
257.759660  29.619708
257.844470  29.309642
257.844470  29.309642
257.910080  29.386953
258.288410  28.767899
256.167260  32.331268
256.222730  32.126055
257.405570  30.763327
258.279700  29.498352
258.496250  29.202983
258.496250  29.202983
258.592270  29.078993
258.540600  28.963920
 16.755776   0.909836
 16.995450   1.025809
 16.959910   0.983395
 17.185539   0.941895
 17.336141   0.929715
 17.523190   1.046508
 17.629380   1.033491
 17.714010   0.954242
 17.788144   0.908125
 17.682480   0.929624
 18.018937   0.870071
 18.441558   0.945531
 18.477698   1.009024
 18.678901   1.009508
 18.844580   0.948568
 19.004334   0.896041
 19.150433   1.045408
 19.395330   0.881052
 19.760896   1.027628
 20.232775   1.022146
 20.241629   0.856094
 20.314436   0.873408
 20.437430   0.963622
 20.403745   1.006973
 14.114516  -0.870192
 14.360427  -0.966107
175.601850  50.883547
176.015250  51.072723
176.244020  50.946634
164.600410  49.942791
164.750770  50.048736
164.971120  50.015177
165.487060  50.003155
165.549740  50.107683
165.596750  50.050523
165.719330  50.131710
166.378660  50.303091
166.589100  50.387999
167.041290  50.339969
167.172670  50.300219
167.548430  50.471066
167.603870  50.383426
167.585100  50.543451
167.697880  50.384432
167.985270  50.601140
168.623060  50.526460
169.245780  50.668410
169.257830  50.784730
169.394390  50.647366
169.512480  50.715240
170.103700  50.719104
170.284310  50.872109
170.429700  50.951026
341.854850  13.703558
342.515990  13.720275
342.643630  13.910715
343.061230  13.836805
337.645250  13.789876
338.382260  13.774040
338.480440  13.786758
338.600060  13.828187
339.383910  13.844748
339.363660  13.917462
339.729670  13.988901
340.058810  13.934174
340.147000  13.977297
340.990730  14.014056
341.864540  14.247255
342.066610  14.278861
342.104810  14.147465
342.228980  14.155398
342.288260  14.207905
342.338340  14.276355
342.707160  14.174308
343.202210  14.277739
336.745180  13.981100
337.229730  14.120847
337.370350  14.128206
337.408380  14.163674
146.572730  -1.060836
146.565610  -1.084742
146.565610  -1.084742
147.990990  -1.106800
148.032940  -1.142799
148.095250  -1.143180
148.357080  -1.061524
148.497000  -1.051780
148.727040  -1.120984
152.163430   0.931203
149.595840   0.952734
149.324590   0.982642
149.293100  -1.090912
149.289900  -1.139181
149.438350  -1.083567
150.318850  -1.152805
150.474080  -1.050910
151.054410  -1.061126
151.303880  -1.105847
152.319340  -1.134191
152.526870  -1.061967
153.166140  -1.106351
148.598590  -0.732228
149.445660  -0.695827
150.447010  -0.713536
150.631970  -0.722596
165.639470   5.041794
165.768220   5.097391
165.775360   4.937933
165.824340   5.072227
166.109690   5.081456
166.337430   5.009640
166.419980   4.997413
166.418370   5.122674
167.386960   5.097187
167.544420   5.115152
162.224510   5.326641
162.397130   5.435740
162.537100   5.327235
162.950100   5.369224
162.973470   5.464385
163.053370   5.288634
163.710040   5.454306
163.713730   5.502125
163.758490   5.420490
163.785350   5.483047
163.799820   5.483400
163.937560   5.308727
164.341870   5.385179
164.564170   5.385617
164.741700   5.515321
164.893860   5.344336
355.739950  -0.181675
355.739950  -0.181675
355.867770  -0.030158
355.784290  -0.186876
355.956750  -0.025215
356.306000  -0.182032
356.407020  -0.205609
356.407020  -0.205609
344.961890  -1.152252
344.208100  -0.799674
344.267340  -0.709849
344.648460  -0.731186
344.740700  -0.767151
344.758560  -0.714760
344.991550  -0.716099
200.497150   5.969425
204.941500   5.802393
206.023720   5.765282
206.451100   5.778989
206.856510   5.780336
206.950360   5.701906
207.035160   5.698419
345.639760  -1.200684
346.069120  -1.180823
346.436430  -1.074858
346.839730  -1.132362
144.686830  55.168066
145.504600  55.652745
145.561390  55.726868
145.586590  55.742385
146.229780  55.847454
146.508310  55.921129
146.533440  55.997668
146.438020  56.089959
146.661350  56.029382
146.804410  56.101966
146.795030  56.105831
146.754830  56.123259
147.176420  56.250123
148.262640  56.525389
150.031620  57.160503
150.458590  57.427519
150.508190  57.426524
150.740220  57.315400
150.731240  57.427313
151.225340  57.497563
151.197090  57.601628
151.936750  57.756279
152.161210  57.745779
152.600980  57.971857
152.520950  58.052822
152.597930  58.055861
253.502090  39.897512
253.607220  39.725118
253.794170  39.749371
254.827380  38.176608
255.003360  38.216157
255.029900  37.839504
255.174050  37.735232
255.198250  37.623412
255.203650  37.680879
255.373180  37.670596
255.360030  37.595729
248.387930  46.702884
248.498070  46.720216
248.648350  46.554960
248.590080  46.417967
248.759890  46.257594
248.844230  46.180884
249.162430  46.005515
249.663710  45.369514
249.823660  45.095861
250.354740  44.771835
250.805540  44.037906
250.880920  43.959524
251.002020  44.012436
251.325040  43.668206
251.227750  43.578902
 28.503344  -1.014770
 28.675276  -0.927431
 28.636163  -0.931547
 28.927251  -0.980558
 29.140355  -0.994378
 29.326700  -0.945032
 29.372607  -0.851626
 29.538981  -1.005055
 29.620110  -0.977794
 30.161142  -0.998452
 49.459313  -0.903734
 49.459313  -0.903734
 49.433082  -0.982381
 49.433082  -0.982381
 22.666732  -0.069570
 23.164274  -0.101491
 23.176347  -0.190477
 23.292258  -0.044992
 23.312134  -0.103727
 23.651216  -0.131464
 22.193602   0.283315
 22.731370   0.370168
 23.008073   0.296693
 23.176049   0.231728
 23.198652   0.309486
 23.237253   0.385739
357.907930  -0.993715
358.373750  -0.919411
358.921580  -0.881791
358.934930  -0.898968
359.303810  -0.853685
359.536730  -0.886764
359.565210  -1.028688
359.607790  -0.965577
359.638180  -0.843285
355.234840   1.144472
355.234840   1.144472
355.459820   1.188202
355.514560   1.161228
355.514560   1.161228
355.645200   1.167114
355.938040   1.092380
356.118080   1.141588
356.118080   1.141588
356.151960   1.177612
356.233830   1.126893
356.233830   1.126893
356.235590   1.146482
356.235590   1.146482
356.404790   1.127404
356.404790   1.127404
357.293700   1.099666
 22.083656  13.816528
 22.083656  13.816528
 22.083656  13.816528
 22.349650  13.805024
 22.389690  13.893329
 22.449878  13.829127
 23.092380  13.743114
 23.600022  13.695070
 23.678825  13.648567
 24.567890  13.747326
 24.571273  13.618535
 24.811604  13.651330
 24.869721  13.552732
 25.429950  13.675794
 25.576230  13.491795
 25.848858  13.509305
 26.079638  13.613197
 31.067220  13.081137
 31.113964  13.105306
 31.153509  13.081730
 31.298205  12.947986
 15.799519  14.729901
 15.747864  14.703686
 15.767259  14.559237
 19.125812  14.481567
 19.319501  14.428258
194.079570   2.199122
194.222760   2.134635
194.377400   2.111182
195.122050   2.250823
180.778180   2.562852
181.500280   2.589719
181.655610   2.652097
181.842890   2.650298
181.897970   2.679003
182.103100   2.675735
182.168280   2.592688
182.642840   2.501652
182.719200   2.634693
182.958070   2.674609
182.966120   2.609023
183.076210   2.570216
183.083150   2.603401
183.148010   2.659475
183.181540   2.691765
183.362900   2.635554
183.296250   2.541037
183.471700   2.696107
184.335060   2.597978
184.447970   2.677800
184.750570   2.683542
184.845250   2.525940
 19.713290  14.351608
 19.732500  14.415269
 19.855933  14.467488
 20.094986  14.388781
 20.104808  14.450657
 20.165615  14.473399
 20.737243  14.430641
 20.851075  14.366450
 21.272088  14.326083
 21.359652  14.375022
 21.565441  14.203285
 21.565441  14.203285
 21.641743  14.200771
 21.665912  14.200839
 21.909291  14.355564
 22.046715  14.317697
 22.252363  14.200738
 22.562680  14.301696
 22.565144  14.180152
 22.565144  14.180152
 22.653636  14.128622
 22.886263  14.302754
 23.151021  14.254451
 23.151021  14.254451
 23.644735  14.144892
 23.771019  14.075836
  0.306003  -0.992942
  0.292962  -0.980911
  1.569970  -0.970752
  1.732744  -0.961321
  1.784136  -0.900468
  1.820084  -0.933107
  1.854588  -0.862859
  2.253104  -1.013041
  2.460674  -0.901862
  2.506123  -0.961145
  2.767885  -0.991951
  3.453451  -1.002663
  3.421548  -0.842456
  3.660839  -0.938584
  4.457245  -0.918790
  4.751899  -0.903151
  5.331409  -0.952982
  5.331409  -0.952982
  5.246649  -0.963859
  5.356505  -1.033188
  5.380337  -1.032342
  5.381400  -0.987625
  5.381400  -0.987625
  5.572069  -0.968763
  5.601469  -0.919804
  5.603393  -0.941245
  6.605246 -10.036207
  7.157635  -9.998257
  7.148469 -10.024047
  7.839855 -10.149176
  7.841463 -10.013198
  7.904863 -10.058507
  8.115523 -10.044129
  8.476233 -10.055162
  9.238264 -10.136268
 10.070492 -10.121042
 10.385313 -10.041286
 10.430121 -10.138957
 10.622910 -10.018533
 10.713739 -10.071282
 11.029517 -10.062614
 11.034679 -10.130598
 11.636951  -9.953250
 12.130724 -10.131839
 12.362347 -10.106252
 12.353512  -9.963967
 12.648032  -9.947257
 12.860175 -10.106353
  0.527056  -9.712323
  1.095028  -9.665443
  1.112161  -9.712370
  1.166446  -9.666006
  1.653867  15.275994
  1.675944  15.327481
  2.287718  15.310946
  3.115164  15.322983
359.720290  15.756632
359.708200  15.705254
359.828230  15.611672
359.805050  15.645003
359.995070  15.663727
359.916090  15.607606
359.951840  15.712201
  0.069849  15.694496
  0.121200  15.714767
  0.424981  15.652236
  0.710639  15.772022
  0.714903  15.654824
  0.731965  15.678162
  1.066769  15.796339
  1.298772  15.646165
  1.309129  15.665765
  1.501625  15.677646
  1.509418  15.699976
  1.546065  15.603210
  1.452485  15.609212
  1.467027  15.715052
  1.736887  15.813319
  1.842296  15.636544
123.671750  49.594289
123.779810  49.840167
123.779810  49.840167
123.753190  49.951299
124.150620  50.215453
124.150620  50.215453
124.524720  50.477215
124.813710  50.740830
124.957470  50.715379
124.976150  50.855642
125.007140  50.844223
125.122990  50.864417
125.060380  50.902854
125.124440  51.146936
125.547860  51.238293
125.484040  51.348595
125.468320  51.374144
125.646450  51.373457
121.735460  48.519074
121.735460  48.519074
121.745920  48.559641
121.849980  48.677695
121.849980  48.677695
121.709990  48.803381
121.961260  49.011516
121.961260  49.011516
161.707530   3.265357
161.876650   3.144965
162.595530   3.349076
162.883460   3.161141
162.918860   3.219524
162.988000   3.224067
163.011250   3.166142
165.044430   3.362031
165.378780   3.252342
165.381190   3.343710
165.507770   3.328549
165.546450   3.273093
165.574060   3.399727
165.795420   3.259727
165.813600   3.365661
165.868440   3.284276
165.897580   3.337448
166.152590   3.378828
166.311730   3.241651
166.542510   3.320736
166.625450   3.344046
166.931060   3.269268
167.451500   3.402260
167.714630   3.393249
167.682870   3.404510
167.805570   3.322999
147.725920   1.192695
147.725920   1.192695
147.912720   1.283739
147.904470   1.320242
148.046680   1.178904
148.062400   1.208186
148.103280   1.252890
148.390320   1.308997
140.929990   1.419880
143.943400   1.665826
144.608630   1.490652
144.941970   1.695008
145.006150   1.550102
145.258180   1.634633
145.653080   1.655829
145.715910   1.632212
145.715910   1.632212
146.223320   1.704840
146.245710   1.633154
146.260420   1.563241
147.051520   1.646239
147.183410   1.601366
147.297180   1.750796
147.337450   1.717541
147.447560   1.659186
147.608630   1.582541
212.841090   2.906375
212.883100   2.954118
212.890530   3.040476
213.418120   2.972559
213.565510   2.951103
213.568560   2.834290
213.512980   2.946026
213.769620   2.873463
213.833050   2.920427
214.248920   2.840043
214.216610   2.833953
214.577780   2.809341
214.668160   2.992560
214.723930   2.875354
214.847550   2.846855
215.079250   2.967366
215.187670   2.847391
215.291560   2.966474
215.500400   2.918863
215.944510   2.787692
216.088250   2.970564
216.089980   2.954771
216.116180   2.780682
216.228020   2.865507
216.255050   2.781254
216.446100   2.870719
350.550440  15.784981
350.584390  15.798011
148.704440   1.009759
149.338620   1.003665
149.549320   1.029791
149.645520   1.014263
152.405660   1.266040
148.004030   1.559831
148.057340   1.527272
148.749860   1.562091
149.034290   1.477408
149.083190   1.406748
149.396820   1.410251
149.593780   1.584726
149.717040   1.620284
149.904850   1.444761
150.511370   1.499290
150.520180   1.565506
150.613350   1.546514
150.987140   1.512362
151.805490   1.642834
151.868290   1.609415
152.262820   1.542196
152.299420   1.635160
152.338600   1.559604
148.849210   1.995011
149.139460   1.849216
251.377890  43.581637
251.286470  43.610107
251.435610  43.458160
251.645160  43.018692
251.784240  42.818373
251.903730  42.692666
252.018550  42.707040
251.990550  42.649610
251.978880  42.633324
252.164820  42.423266
252.189110  42.364594
252.411350  42.116243
252.674270  41.964895
252.755330  42.001390
252.923730  41.668378
252.839100  41.663551
252.986700  41.569949
253.273930  41.074056
253.668830  40.747598
253.509060  40.763087
255.652850  37.861818
255.754370  37.809342
255.730340  37.759131
255.856810  37.772678
247.900320  48.055655
248.228510  47.660386
120.311940  40.556955
120.365720  40.620376
120.443610  40.724897
120.608930  41.082898
120.814690  41.077492
120.864080  41.093203
121.259740  41.570369
121.343350  41.614302
121.852720  42.133083
121.901200  42.227567
121.904490  42.247954
122.192780  42.643757
116.587240  36.454052
116.587240  36.454052
115.913610  35.716763
124.170450  43.624375
124.170450  43.624375
123.728480  43.177487
123.728480  43.177487
121.182220  40.742379
118.559870  38.011277
115.610200  34.824030
115.625610  34.571626
115.573630  34.421308
115.374530  34.162287
124.828960  43.412556
137.963470  54.289837
137.924050  54.352901
137.896020  54.291772
138.208780  54.509794
139.017560  54.871270
139.154120  54.931331
139.372740  55.165367
139.950180  55.441110
140.127830  55.517295
140.367630  55.632099
140.399330  55.669225
140.538720  55.591498
140.680640  55.614345
140.648710  55.744198
140.888230  55.798022
141.069270  55.866314
141.135540  55.866653
141.098930  55.920235
141.101770  55.989566
141.683430  56.155258
141.712690  56.249884
142.408630  56.455715
142.440920  56.507732
143.383500  56.770487
143.867160  57.074803
144.209730  57.209617
124.828960  43.412556
122.588090  41.328092
121.938630  40.783665
121.357590  40.178345
120.366600  39.331066
125.331040  43.313571
123.645480  41.902092
121.955640  40.820597
122.111490  40.442461
123.291200  43.514348
123.291200  43.514348
123.287620  43.596224
117.124920  37.791183
117.813310  38.581913
121.590270  42.512206
122.705470  43.690347
122.705470  43.690347
122.867010  43.638341
179.588400  63.721683
182.081790  63.866816
182.081790  63.866816
182.933230  63.726925
117.223810  34.661158
117.295060  34.839062
117.350030  35.000865
117.478660  35.019156
216.703890   1.605189
216.962280   1.559665
217.018370   1.639065
217.470430   1.598835
217.522780   1.625446
217.624880   1.646189
218.700650   1.590440
218.898110   1.476337
219.787780   1.565369
219.893390   1.524121
220.179300   1.568639
220.364930   1.489413
221.015530   1.530311
221.175800   1.449687
221.250940   1.408543
222.146220   1.418835
222.378880   1.378160
222.561260   1.392360
222.837770   1.468243
222.837770   1.468243
223.813880   1.457948
224.455210   1.476113
224.526010   1.505688
224.809360   1.479512
225.210670   1.337731
225.307960   1.377768
197.064760  65.071503
197.591980  64.971902
198.156190  64.921034
198.794780  64.908303
198.793740  64.839113
198.825950  64.797304
200.028090  64.766108
199.980930  64.742425
200.386340  64.674585
200.512210  64.698337
200.623630  64.615343
201.711120  64.502595
202.534930  64.561369
203.859090  64.348467
204.571700  64.155412
204.775140  64.160862
205.798960  64.012826
206.060830  64.034306
206.380360  64.064993
206.440190  63.854018
206.330190  63.898342
206.448600  64.007328
195.704990  65.580354
195.729920  65.530652
196.060060  65.480388
196.538360  65.580442
150.984580   4.019177
151.006760   4.051177
151.418690   3.969967
168.022510   4.633759
168.208580   4.624921
168.330170   4.740329
168.338130   4.768702
168.448870   4.708754
168.601640   4.600282
169.025310   4.795541
169.093080   4.716268
169.006540   4.680951
169.181780   4.607757
169.218160   4.693719
169.454900   4.720977
169.645760   4.716033
169.855300   4.799643
169.959050   4.795631
170.364810   4.678980
170.429980   4.791644
170.866120   4.816758
171.655580   4.713546
171.883160   4.704937
171.946250   4.835634
172.191160   4.878821
172.237920   4.793156
165.091750   5.493715
165.457700   5.347184
165.589020   5.543983
165.667900   5.404324
165.682320   5.381188
165.710290   5.447135
165.837380   5.411077
165.907510   5.529693
166.173890   5.447286
166.321230   5.408480
166.349630   5.454593
166.508140   5.545268
166.520770   5.528375
166.873010   5.444219
166.923330   5.485599
167.044520   5.548677
167.106120   5.483284
167.287890   5.471028
167.198410   5.480845
167.217030   5.476976
167.241180   5.503305
167.510080   5.417535
167.487090   5.564068
167.751590   5.498917
167.764950   5.475568
163.885120   5.784205
153.265910  58.278621
153.235260  58.277141
153.374030  58.221760
153.640290  58.189011
153.640750  58.204970
153.702460  58.221569
154.009900  58.427285
154.423080  58.475674
154.605780  58.566504
154.834700  58.503548
154.958330  58.603288
155.361450  58.658563
155.420570  58.751728
136.551940  52.005138
136.488290  52.061230
136.654920  51.985654
136.844790  52.172383
137.403980  52.543782
137.667640  52.562913
137.747890  52.721440
138.357890  52.981313
138.607960  53.076108
138.550910  53.144214
139.570090  53.505209
139.658330  53.616707
139.769070  53.527889
229.744820   3.007272
229.774290   3.022204
229.814830   3.083912
229.828680   3.046381
229.982350   2.934324
230.922030   2.856088
231.193650   3.028357
231.240820   2.861136
231.469480   2.880263
231.785500   2.889777
231.702500   2.879384
231.695390   2.980899
232.061260   2.876753
232.041660   2.892183
231.951580   2.851731
232.269860   2.777875
232.404120   2.874677
232.776300   2.900875
233.408190   2.854832
233.506960   2.871596
233.793510   2.838304
234.859810   2.792791
234.936640   2.671692
235.134050   2.773285
235.513910   2.696419
237.050780   2.640052
248.482200  47.427249
248.369170  47.424147
248.409570  47.257018
248.625120  47.170721
248.688890  46.984236
248.993440  46.779536
249.192910  46.493336
249.525450  46.218115
249.661220  46.099031
249.882810  45.904977
250.140870  45.765510
250.143210  45.761259
250.996500  44.609145
251.483530  43.987086
251.602170  44.018112
251.565130  43.915060
251.799290  43.940393
251.879410  43.570264
252.373700  43.231557
252.486400  42.826723
252.470240  42.787935
253.251440  42.147179
253.318540  41.820306
253.755220  41.482329
253.880590  41.359535
254.219300  40.896492
 24.214778  14.162628
 24.745106  14.132805
 24.871786  14.084024
 25.035100  13.956426
 25.255139  13.969291
 25.247574  13.940822
 25.858170  13.854675
 25.873351  13.986552
 26.116172  13.873450
 30.593302  13.444894
 30.895622  13.396870
 31.092393  13.463492
 15.934559  15.121506
 15.934559  15.121506
 16.341031  15.108725
 16.438420  14.968017
 16.438420  14.968017
 16.445539  15.018123
 15.964378  15.449408
 16.332606  15.558202
 16.502354  15.411646
 16.502354  15.411646
 19.158370  15.235499
 19.446708  15.330459
 19.595958  15.310612
 20.206904  15.305096
 14.355756  -0.921746
 14.419125  -0.874375
 14.793047  -0.948375
 14.825477  -0.948251
 15.238145  -0.961390
 15.348956  -0.952886
 15.663103  -0.878753
 16.016931  -0.994166
 16.005106  -0.855950
 16.033574  -0.842194
 16.096564  -0.957058
 16.143127  -1.042712
 16.203509  -0.894922
 16.331390  -1.012180
 16.359965  -0.900095
 16.424700  -0.975602
 16.438392  -0.888236
 16.475089  -1.031399
 16.585419  -0.902112
 16.953002  -1.015004
 17.094877  -0.950832
 17.322072  -0.947022
 17.432499  -0.869860
 17.642309  -0.952212
 18.588449  -0.852663
 19.462774  -0.989360
170.516450  50.815176
171.154040  50.851884
171.826670  50.953875
172.104490  51.028366
172.085950  51.070134
172.212660  51.042276
172.520850  51.144846
173.273070  51.162364
173.512390  51.190503
173.375820  51.262064
173.529150  51.220845
174.787570  51.386393
175.005770  51.359662
175.654660  51.347714
175.821130  51.433233
175.996580  51.359695
176.824120  51.532703
163.956650  50.185698
164.392660  50.343549
164.799470  50.398677
164.951920  50.531385
165.150720  50.375060
165.523220  50.555295
165.365200  50.467053
165.392170  50.575394
165.707080  50.469224
166.196180  50.564381
  2.033971  15.610607
  2.235363  15.704165
  2.262869  15.645214
  2.391557  15.757628
  2.517331  15.633178
358.946390  16.096482
  0.095179  16.147897
  0.318710  16.182609
  0.393116  16.007965
  0.613664  16.078485
  0.661685  16.017612
  0.713485  16.073039
  0.760851  16.125326
  0.996293  16.066497
  1.003292  16.019569
  1.236959  16.081399
  1.437812  16.148127
  1.483999  16.134491
  1.650818  16.087691
  2.310897  16.194089
  2.826436  16.173637
  3.381426  14.129387
  3.333550  14.133377
  3.474525  14.060064
  3.647447  13.948315
  3.654647  14.101239
  4.321431  14.011326
144.544460  57.345968
144.991990  57.504988
145.327830  57.616574
145.684200  57.825420
146.534020  57.986630
147.687550  58.475559
148.042910  58.622077
133.793990  52.510584
134.027780  52.746884
134.231280  52.912573
134.203380  52.977351
134.403820  53.085953
134.491520  52.914199
134.644800  53.116930
134.617940  53.163524
134.773180  53.231070
134.885340  53.179526
134.969160  53.263284
135.275210  53.578256
135.440550  53.568924
135.698910  53.770366
135.901300  53.923886
135.796060  53.789102
135.820290  53.801414
136.057610  53.937711
136.103750  53.937240
117.567530  35.201234
117.772180  35.394779
118.017360  35.655970
118.290430  35.824220
118.805130  36.655527
118.966950  36.731258
118.979420  36.682703
119.125590  36.874976
119.405230  37.103059
119.359780  37.078662
119.394660  37.140659
119.667600  37.307376
119.686950  37.365054
119.704760  37.405451
119.657100  37.483093
119.915240  37.568709
120.081590  37.829134
120.141550  37.932942
120.269680  38.111592
120.490890  38.172868
117.446340  34.863910
118.017220  36.079293
118.341070  36.292894
118.316580  36.492196
118.551870  36.656571
119.051550  37.094641
 10.433870  14.489855
  7.048972  14.802241
  7.203235  14.871203
  7.342300  14.907155
  7.477359  14.907811
  7.615310  14.813447
  7.787692  14.869707
  8.030434  14.969003
  8.030434  14.969003
  8.030434  14.969003
  8.058554  14.933650
  8.200695  14.793937
  8.713968  14.846304
  9.921910  14.946084
 10.443755  14.853439
 10.443755  14.853439
 10.661625  14.801025
 10.661625  14.801025
 10.764032  14.915469
  7.344895  15.294621
  7.446130  15.362969
  7.785109  15.363148
  8.001575  15.224597
  8.046433  15.334696
  8.046433  15.334696
  8.046433  15.334696
 43.945472  -0.104160
 44.091814  -0.153353
 44.250468  -0.079780
 35.566487   0.273439
 35.566487   0.273439
 35.566487   0.273439
 37.415606  -1.047800
 38.217408  -1.043971
 41.796045  -1.043910
 35.394110   0.565904
 35.394110   0.565904
 40.888301   0.545939
 40.965706   0.599537
 40.936132   0.485245
